,id,name,lat,lng,checkinsCount,tipCount,usersCount
19,4d5574b2fb65236aaab7f9b3,Prince of Wales Drive,51.47503451477104,-0.16499658634537123,963,2,128
20,4d5574b2fb65236aaab7f9b3,Prince of Wales Drive,51.47503451477104,-0.16499658634537123,963,2,128
21,4c94c8636b35a14354621edc,Battersea Square,51.47388594397289,-0.17455564978640056,1036,3,226
22,4d47cc6a0bfd54819ec73600,Riverside Walk (Battersea),51.47276229695544,-0.17701137700516506,733,0,139
23,51b44ccd498e87bc8d40ca24,Harris + Hoole,51.474604921747435,-0.18282647422240747,189,5,85
24,4d826532bb2c54818913e3ab,Tesco Express,51.47432659610822,-0.18402099609375,756,7,151
25,4dcaad46e4cde9e42f8bb986,Starbucks,51.47368215840916,-0.1918032949696428,149,0,78
26,4da95838fa8cc7649716eb78,Friary Road,51.478828142500426,-0.06514798975041619,68,1,7
27,4c12711ba1010f47f6d84818,TfL Bus 363,51.479429924575406,-0.07351688065863218,223,1,44
28,4c909eac352da1cd95d112b2,Tesco Express,51.477673,-0.081897,438,5,88
29,4b20abbbf964a520cc3324e3,Burgess Park,51.48242521151098,-0.08578777313232422,1592,15,500
30,4b20abbbf964a520cc3324e3,Burgess Park,51.48242521151098,-0.08578777313232422,1592,15,500
31,4d4c5112190ba093db871fa5,TfL Bus 12,51.4824519372339,-0.09346961975097656,692,6,192
32,4cc9cadd4650a35d49a6901e,Blue Elephant Theatre,51.479964,-0.098355,70,1,51
33,4b6f02bbf964a520b3d62ce3,The Co-operative Food,51.4782023505545,-0.10284662246704102,517,11,139
34,4e4a643918a83cda37db049d,PureGym,51.480454146274596,-0.11066794395446777,2765,6,205
35,4da1ee89d686b60c7638af28,SW9 Sushi Bar,51.478787,-0.112098,175,10,86
36,4ac518c4f964a5207da420e3,The Fentiman Arms,51.48102875310974,-0.11815769137579506,1290,25,654
37,521a871411d202c8fd337fd8,129A South Lambeth Road,51.478811,-0.123118,88,0,9
38,4adb2727f964a520902421e3,Sainsbury's,51.48071473266713,-0.12788772583007812,2852,7,634
39,4adedf11f964a520d37621e3,South Bank Club,51.47847245916928,-0.1294758622770575,1548,4,139
40,4ac518cef964a52014a620e3,Battersea Power Station,51.48175706334808,-0.1446676254272461,5078,28,2759
41,4ac518cef964a52014a620e3,Battersea Power Station,51.48175706334808,-0.1446676254272461,5078,28,2759
42,4ac518cef964a52014a620e3,Battersea Power Station,51.48175706334808,-0.1446676254272461,5078,28,2759
43,4c433cbeaf052d7fd2128079,Battersea Park Lake,51.479218011052446,-0.15226364135742188,764,2,591
44,4ac518cef964a52015a620e3,Battersea Park,51.479512013817555,-0.1569843292236328,6816,30,3344
45,4ac518cef964a52015a620e3,Battersea Park,51.479512013817555,-0.1569843292236328,6816,30,3344
46,4ae19d90f964a5206c8621e3,The Butcher & Grill,51.479275451409045,-0.16777815120145576,928,11,328
47,4e3b0d598877b00cfc2768ae,Bunga Bunga,51.47895073416685,-0.17037391662597656,909,18,638
48,4d41cc75c1d4721edc1e1dc7,sofa.com,51.479221999207105,-0.17903967553331784,85,0,57
49,4ac518bcf964a52089a220e3,The Chelsea Ram,51.479087,-0.182433,408,4,210
50,4bbcaa30593fef3b046b0256,Mare Moto,51.479288935661316,-0.187487,239,7,189
51,4b5a1e01f964a52053ae28e3,The Pelican Bar,51.478935,-0.192714,341,4,155
52,4b9151c5f964a520cbb233e3,Asda,51.48520460280602,-0.07153987884521484,1202,4,466
53,4b9151c5f964a520cbb233e3,Asda,51.48520460280602,-0.07153987884521484,1202,4,466
54,4c20e5f3d4dec9283a1d1c3e,Thomas A Becket,51.48814886291058,-0.07652154978015498,448,5,132
55,4b20abbbf964a520cc3324e3,Burgess Park,51.48242521151098,-0.08578777313232422,1592,15,500
56,4b20abbbf964a520cc3324e3,Burgess Park,51.48242521151098,-0.08578777313232422,1592,15,500
57,4d4c5112190ba093db871fa5,TfL Bus 12,51.4824519372339,-0.09346961975097656,692,6,192
58,4d4c5112190ba093db871fa5,TfL Bus 12,51.4824519372339,-0.09346961975097656,692,6,192
59,4c7d0af6247cb60c8ab05f5e,Kennington Park,51.48277264468708,-0.10707378387451172,2070,8,735
60,4c7d0af6247cb60c8ab05f5e,Kennington Park,51.48277264468708,-0.10707378387451172,2070,8,735
61,4ac518e8f964a520adab20e3,The Kia Oval,51.4837364238246,-0.114956796169281,3598,24,2145
62,4ac518e8f964a520adab20e3,The Kia Oval,51.4837364238246,-0.114956796169281,3598,24,2145
63,4acdeba7f964a5208bcd20e3,Vauxhall Railway Station (VXH),51.48584597674016,-0.1238107681274414,21852,37,5990
